number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
313,0.8248750000000001,2025-11-05 20:28:34.185354,2025-11-05 20:28:54.693079,0 days 00:00:20.507725,0.8986720659003207,2.7628769622218323,0.023056396407248513,0,4,20,650,1.4039955801422859,1.4823483286136365,1.1000408613430916,0.8081896483803436,COMPLETE
314,0.8163750000000001,2025-11-05 20:28:55.454658,2025-11-05 20:29:02.925631,0 days 00:00:07.470973,0.9215922081126068,3.565233253886974,0.02604247252407528,0,4,19,200,1.4845587475552111,1.1383687802660898,1.1285648662485706,0.8213646444907261,PRUNED
315,0.8233750000000001,2025-11-05 20:29:03.689362,2025-11-05 20:29:23.813405,0 days 00:00:20.124043,0.9086500316724009,3.680926068143974,0.025046230899988715,0,4,16,650,1.6472503989216543,1.7007984914803551,1.173477902153659,0.716098987302414,COMPLETE
316,0.8234999999999999,2025-11-05 20:29:24.573786,2025-11-05 20:29:45.131338,0 days 00:00:20.557552,0.8831269823097226,3.120208094520618,0.03084800969316408,0,4,22,700,1.3644926310874537,1.4029225382587611,1.113287879255326,0.7877120284581713,COMPLETE
317,0.8234999999999999,2025-11-05 20:29:45.887740,2025-11-05 20:30:02.365176,0 days 00:00:16.477436,0.9339132874815828,3.291684693995396,0.021539716632020273,0,4,18,500,1.2290777944930056,1.5253319769518858,1.158045623006647,0.6727917355167907,COMPLETE
318,0.82575,2025-11-05 20:30:03.151918,2025-11-05 20:30:22.645951,0 days 00:00:19.494033,0.9497784908383211,3.377923944314538,0.028474016534608487,0,4,23,650,1.4375158994678432,1.2594278789152131,1.1405671960237933,0.7991651251698372,COMPLETE
319,0.82225,2025-11-05 20:30:23.404019,2025-11-05 20:30:44.406727,0 days 00:00:21.002708,0.8969098792190872,2.9747120262794624,0.012251519233352175,0,4,21,650,1.1093358429062994,1.3775184784345904,1.1213212010273943,0.8124307672238007,PRUNED
320,0.8251249999999999,2025-11-05 20:30:45.210414,2025-11-05 20:31:04.430471,0 days 00:00:19.220057,0.9095153338275658,2.6049071998181272,0.023748487099008373,0,4,19,600,1.325022530517284,1.163091151549001,1.1524190009429724,0.8350697666106127,COMPLETE
321,0.8241249999999999,2025-11-05 20:31:05.198107,2025-11-05 20:31:27.436098,0 days 00:00:22.237991,0.886918178219247,3.1938761547048626,0.022246553884562183,0,4,20,700,0.9175384693618275,1.0793293098955143,1.1386427021257175,0.6108634166702661,COMPLETE
322,0.8260000000000002,2025-11-05 20:31:28.235254,2025-11-05 20:31:50.200792,0 days 00:00:21.965538,0.860633604406651,3.504291697624334,0.026929029286261258,2,4,17,700,1.5571665272354462,1.7802560903374844,1.1665854895420955,0.6005017048464307,COMPLETE
323,0.82575,2025-11-05 20:31:50.989453,2025-11-05 20:32:11.950278,0 days 00:00:20.960825,0.8640200429896251,3.50172650726733,0.026982213432091697,2,4,16,700,1.5798719131624448,1.5489636250606675,1.1661991063201564,0.8198953989752161,COMPLETE
324,0.8234999999999999,2025-11-05 20:32:12.713545,2025-11-05 20:32:34.559744,0 days 00:00:21.846199,0.8551057261488613,2.8602563483808687,0.028698100040293908,2,4,17,700,1.5513783528799214,1.9474016407672694,1.183297329704228,0.7056429773358252,COMPLETE
325,0.8247499999999999,2025-11-05 20:32:35.345985,2025-11-05 20:32:57.412820,0 days 00:00:22.066835,0.8676235148093007,3.0761403436896555,0.024107819557289488,2,4,17,700,1.4999412185882643,1.836545557535054,1.1770906329200665,0.7270424725209663,COMPLETE
326,0.8242499999999999,2025-11-05 20:32:58.192975,2025-11-05 20:33:21.532752,0 days 00:00:23.339777,0.8762563803314284,3.60695580294092,0.022777333664130348,2,4,28,750,1.431087890800359,1.8017797048438513,1.1663140692281635,0.8269686377772149,COMPLETE
327,0.8231249999999999,2025-11-05 20:33:22.301594,2025-11-05 20:33:43.287138,0 days 00:00:20.985544,0.8451505526757086,2.997170594750278,0.027613119709747513,0,4,18,700,1.6546452436195294,1.6373339398109634,1.088908580885391,0.8044782280048922,COMPLETE
328,0.8242499999999999,2025-11-05 20:33:44.110639,2025-11-05 20:34:05.762095,0 days 00:00:21.651456,0.8588653331116094,3.278634864324187,0.024321161196660553,0,4,16,700,1.492554107920138,1.6931431216248418,1.155198368538036,0.8149714976150352,COMPLETE
329,0.8231249999999999,2025-11-05 20:34:06.572495,2025-11-05 20:34:26.379912,0 days 00:00:19.807417,0.9229979292871018,3.2005553936651814,0.030278996044700333,0,4,40,650,1.3964549503622952,1.484732001320232,1.107791077872883,0.6976190573363708,COMPLETE
330,0.8231249999999999,2025-11-05 20:34:27.150988,2025-11-05 20:34:47.998618,0 days 00:00:20.847630,0.8729357110391694,3.7301101690837104,0.03258685747481746,0,4,18,700,1.7069617371388826,13.292653949180211,1.1305447763308945,0.6097238238854914,COMPLETE
331,0.8245000000000001,2025-11-05 20:34:48.813719,2025-11-05 20:35:09.899472,0 days 00:00:21.085753,0.9143238029774085,3.127857098635614,0.02121969762995617,2,4,21,650,0.11210179794193076,7.857756902023707,1.1690723372500114,0.8060088220356058,COMPLETE
332,0.82325,2025-11-05 20:35:10.682034,2025-11-05 20:35:31.140261,0 days 00:00:20.458227,0.9024667319805225,3.3510162098965592,0.02551014293498593,0,4,20,650,1.5403509307217202,2.1888346484383763,1.1180960002540763,0.6196723681260549,COMPLETE
333,0.8242499999999999,2025-11-05 20:35:31.916596,2025-11-05 20:35:51.846996,0 days 00:00:19.930400,0.8796146037793177,2.7277359399596426,0.02701070895075347,0,4,22,650,1.366453202848501,1.2078088104663451,1.1491170146353489,0.8418748173351556,COMPLETE
334,0.8234999999999999,2025-11-05 20:35:52.607291,2025-11-05 20:36:15.384657,0 days 00:00:22.777366,0.9303355635453842,3.490192840852099,0.023195947185377444,0,4,19,750,1.4433824877364319,1.715986066329636,1.1616943728443458,0.793385001996158,COMPLETE
335,0.8246249999999999,2025-11-05 20:36:16.171911,2025-11-05 20:36:38.210724,0 days 00:00:22.038813,0.9380611613026631,2.9248799300345745,0.022146201661936503,0,4,17,700,1.2996775007706338,1.0000377885411922,1.0014255459093424,0.8176364040439438,COMPLETE
336,0.8238749999999999,2025-11-05 20:36:38.998539,2025-11-05 20:36:58.635374,0 days 00:00:19.636835,0.9173089022919502,3.279141971528791,0.02919718198575609,0,4,21,650,1.6046531758647484,1.5984116978699585,1.1308924332187342,0.8263356260183766,COMPLETE
337,0.826375,2025-11-05 20:36:59.411904,2025-11-05 20:37:20.699694,0 days 00:00:21.287790,0.9025158161236004,3.0483280467515925,0.024988777771844307,0,4,20,700,1.5188095362307192,1.3004344100003715,1.1782870700602643,0.8116521575933753,COMPLETE
338,0.8256250000000002,2025-11-05 20:37:21.472591,2025-11-05 20:37:43.169603,0 days 00:00:21.697012,0.9083960319877001,2.866176773053017,0.026411488618510448,0,4,25,700,1.536462764270787,9.006881388271053,1.1862516506897731,0.7989162030975335,COMPLETE
339,0.8231250000000001,2025-11-05 20:37:43.929599,2025-11-05 20:38:05.631757,0 days 00:00:21.702158,0.9212588907202818,3.042954866982935,0.025162371027548373,0,4,20,700,1.4990684471474423,3.7609955336081455,1.1762857245425151,0.7372309961231442,COMPLETE
340,0.8238749999999999,2025-11-05 20:38:06.397933,2025-11-05 20:38:28.050274,0 days 00:00:21.652341,0.8865544069519345,2.978343998532801,0.027085258784511568,0,4,22,700,1.590046110762051,1.0814564888274008,1.177426652471725,0.6911260412051863,COMPLETE
341,0.8255000000000001,2025-11-05 20:38:28.817492,2025-11-05 20:38:50.850713,0 days 00:00:22.033221,0.9050232018635935,3.1294779876397207,0.027990902002253983,0,4,21,750,1.3691788978456332,1.2640039751236947,1.1537361267785524,0.8088224873280162,COMPLETE
342,0.8240000000000002,2025-11-05 20:38:51.634546,2025-11-05 20:39:13.899432,0 days 00:00:22.264886,0.8628224125276163,2.8083307449573502,0.018630092303612414,0,4,20,700,1.4336033667325905,1.1620357205397451,1.1634510171998156,0.6021775886686659,COMPLETE
343,0.8243750000000001,2025-11-05 20:39:14.681517,2025-11-05 20:39:35.201940,0 days 00:00:20.520423,0.742771729258569,3.050429484413653,0.02579756660001249,0,4,23,700,1.98901647831897,1.433932528206821,1.1843095567008362,0.8198896525200983,COMPLETE
344,0.8241250000000001,2025-11-05 20:39:35.964316,2025-11-05 20:39:56.888662,0 days 00:00:20.924346,0.8986862957133956,3.627799384598605,0.0248348684959116,0,4,19,700,1.282101982462312,1.2949873108713015,1.1721983302572336,0.8300341966343274,COMPLETE
345,0.8256249999999999,2025-11-05 20:39:57.672116,2025-11-05 20:40:18.601886,0 days 00:00:20.929770,0.9111890305373531,3.405669183162788,0.02306587124227358,0,4,21,700,0.9935088431388017,1.1089951490604328,1.1454466532431804,0.8044244795821038,COMPLETE
346,0.8230000000000001,2025-11-05 20:40:19.365216,2025-11-05 20:40:41.228627,0 days 00:00:21.863411,0.6622216041072211,3.1465261470554613,0.02091453827222357,0,4,30,750,1.491752763376076,1.5464974533594842,1.1053722798194185,0.8140217217725889,COMPLETE
347,0.8246249999999999,2025-11-05 20:40:41.978043,2025-11-05 20:41:01.944339,0 days 00:00:19.966296,0.9270940834878643,2.921863192349263,0.026453148692582962,0,4,20,650,1.778702637312331,1.2479153856700436,1.1590826232167577,0.8236119910320199,COMPLETE
348,0.8238749999999999,2025-11-05 20:41:02.723487,2025-11-05 20:41:24.651972,0 days 00:00:21.928485,0.8874888279006692,3.570104810311702,0.017969568689512324,0,4,19,700,1.3742164140657516,1.8387577067967933,1.1216223548884003,0.624356956491707,COMPLETE
349,0.8247499999999999,2025-11-05 20:41:25.428167,2025-11-05 20:41:43.338974,0 days 00:00:17.910807,0.872844144177317,3.322721596768494,0.023695298590696433,0,3,15,650,1.2681160814057961,1.4824208942719939,1.1932635761442574,0.8110087599071704,COMPLETE
350,0.8242499999999999,2025-11-05 20:41:44.107648,2025-11-05 20:42:04.111865,0 days 00:00:20.004217,0.8960128004119462,2.6892247957292432,0.028356376326301447,0,4,27,650,0.8526854518863272,1.3732950127254662,1.144571256688329,0.799676952928734,COMPLETE
351,0.8240000000000001,2025-11-05 20:42:04.896362,2025-11-05 20:42:26.852615,0 days 00:00:21.956253,0.9165347743320975,3.4757486518905933,0.016631333493562158,0,4,22,700,1.3334895966752818,1.191268847139343,1.1694045353910063,0.8185856310834703,COMPLETE
352,0.82325,2025-11-05 20:42:27.638043,2025-11-05 20:42:47.252309,0 days 00:00:19.614266,0.9410732456136424,3.0373343634845504,0.029786734402527014,0,4,24,650,1.0454652106935287,1.6823570965874846,1.1532341518356408,0.8368491943057932,COMPLETE
353,0.8240000000000001,2025-11-05 20:42:48.029054,2025-11-05 20:43:10.735433,0 days 00:00:22.706379,0.8363109308738244,3.2096969760919967,0.021871089992724167,0,4,18,750,1.4202337281488584,1.0683692780274616,1.1406210039649405,0.8085889319443462,COMPLETE
354,0.822875,2025-11-05 20:43:11.507409,2025-11-05 20:43:31.412262,0 days 00:00:19.904853,0.9019953050422398,3.371198691845871,0.024986057390075655,0,4,20,650,1.543510324157557,1.319002381305477,1.0915032863111007,0.8516973907351425,COMPLETE
355,0.8248749999999999,2025-11-05 20:43:32.194796,2025-11-05 20:43:54.375998,0 days 00:00:22.181202,0.8838026158248607,3.124436720675798,0.020254826243109404,0,4,19,700,1.2062721406964023,1.44572346819756,1.1190453839900667,0.6002733722162072,COMPLETE
356,0.823625,2025-11-05 20:43:55.140998,2025-11-05 20:44:16.072376,0 days 00:00:20.931378,0.9125591246784671,2.566745744038732,0.024308096523498225,0,4,21,650,1.48563344555181,1.5434731234409915,1.1321515805269642,0.7923469673308888,COMPLETE
357,0.8254999999999999,2025-11-05 20:44:16.852322,2025-11-05 20:44:38.732424,0 days 00:00:21.880102,0.8911500873940723,2.860058620512709,0.0227338163460537,0,4,22,700,1.4083817945571355,1.1617873136734262,1.182646210178299,0.8260936415748559,COMPLETE
358,0.8242499999999999,2025-11-05 20:44:39.496490,2025-11-05 20:44:59.301852,0 days 00:00:19.805362,0.9053347982434911,2.991914890757635,0.025960347359016957,0,4,20,650,1.6022495346443582,2.000278094503081,1.0648699963726331,0.8153564999917893,COMPLETE
359,0.8248750000000001,2025-11-05 20:45:00.071431,2025-11-05 20:45:22.218724,0 days 00:00:22.147293,0.927083769805751,3.2587028810129763,0.019322216574386975,2,4,16,700,1.324384334380718,1.6155526154510222,1.102658173724433,0.8026591873257851,COMPLETE
360,0.8238749999999999,2025-11-05 20:45:23.002383,2025-11-05 20:45:45.316817,0 days 00:00:22.314434,0.8788113286215259,3.555332972116769,0.027211782703882522,0,4,17,800,1.458612748630832,1.298272302229514,1.1599858738494646,0.8316112442523456,COMPLETE
361,0.8241250000000001,2025-11-05 20:45:46.084895,2025-11-05 20:46:07.220984,0 days 00:00:21.136089,0.8557985274653558,3.4343840168814808,0.023607963348236047,0,4,18,700,1.3738766358542864,1.064783013448413,1.1713018615956403,0.8172952512254538,COMPLETE
362,0.825,2025-11-05 20:46:08.004193,2025-11-05 20:46:20.971825,0 days 00:00:12.967632,0.8694334518307867,3.797155649917546,0.028814405090804157,0,4,19,400,0.9171804311311605,1.4214885389247085,1.1451785463481305,0.6682220399094406,COMPLETE
363,0.821,2025-11-05 20:46:21.734898,2025-11-05 20:46:40.629216,0 days 00:00:18.894318,0.89451909006599,3.1564801943900167,0.025018048992877594,0,4,19,600,1.8798411661444794,1.2255637120079022,1.4835973556103013,0.8094284808507781,PRUNED
364,0.8223749999999999,2025-11-05 20:46:41.406329,2025-11-05 20:47:00.476971,0 days 00:00:19.070642,0.9054366976892196,3.669870726524711,0.022352950657428372,0,4,21,650,0.7243615691104123,1.7293740265717663,1.1144604000420284,0.9380349385525607,COMPLETE
365,0.8243749999999999,2025-11-05 20:47:01.290039,2025-11-05 20:47:21.887867,0 days 00:00:20.597828,0.9208578429900691,2.780282368900981,0.021550665656615262,0,4,23,650,1.2526068668697719,1.3439859350178591,1.133025343745174,0.6162889326757942,COMPLETE
366,0.8247500000000001,2025-11-05 20:47:22.647458,2025-11-05 20:47:42.616536,0 days 00:00:19.969078,0.9132692437038963,2.944923020292832,0.027601751245915535,0,4,20,650,1.6421404352579934,1.543919896699811,1.1578297051531903,0.8253275861807221,COMPLETE
367,0.82125,2025-11-05 20:47:43.394693,2025-11-05 20:48:05.705073,0 days 00:00:22.310380,0.9322705077384151,3.070827356735993,0.031333317924547605,0,4,29,750,1.5285283325238213,1.1348218025159011,1.1929777396674917,0.7880230102635813,COMPLETE
368,0.8245000000000001,2025-11-05 20:48:06.494333,2025-11-05 20:48:27.167702,0 days 00:00:20.673369,0.8914068360940525,3.2967075551451046,0.026087648702629335,0,4,18,700,1.0668516311386782,1.4207958730076755,1.127523170342087,0.8020050422565949,COMPLETE
369,0.822875,2025-11-05 20:48:27.966983,2025-11-05 20:48:48.278878,0 days 00:00:20.311895,0.8827797840362457,3.3934979365104967,0.02418995203580691,0,4,17,650,1.734620520725863,1.8077661697538383,1.1487958665167433,0.8202367987972928,COMPLETE
370,0.821,2025-11-05 20:48:49.042507,2025-11-05 20:49:11.404528,0 days 00:00:22.362021,0.9033941267730782,3.1719522711494976,0.02334383786532346,0,4,16,700,0.9716283300066197,4.398773950932626,1.5412946939639598,0.811127821417749,PRUNED
371,0.8256249999999999,2025-11-05 20:49:12.180757,2025-11-05 20:49:32.192365,0 days 00:00:20.011608,0.9175687423381031,3.5031480154946966,0.025160337674660527,0,4,21,650,0.39515851453558115,1.0030257133264489,1.1721540042772267,0.8145345369359326,COMPLETE
372,0.8227499999999999,2025-11-05 20:49:32.972256,2025-11-05 20:49:51.714297,0 days 00:00:18.742041,0.8738718470498702,0.47856614773891604,0.026664169128092444,0,4,44,600,1.4482567028925313,1.2969043796148612,1.137475749604131,0.7955201473432314,COMPLETE
373,0.8231249999999999,2025-11-05 20:49:52.471364,2025-11-05 20:50:13.038870,0 days 00:00:20.567506,0.8943306749621922,3.052933666789796,0.017413475447199928,0,4,22,650,1.1864309281093282,1.651955200176623,1.11004024607538,0.8375115344887059,COMPLETE
374,0.823625,2025-11-05 20:50:13.803886,2025-11-05 20:50:35.692773,0 days 00:00:21.888887,0.9433029711402051,3.2242215780237147,0.019995879742475374,0,4,20,700,1.3346976120547502,1.503138515646205,1.077495866118939,0.8657376691006783,COMPLETE
375,0.8246249999999999,2025-11-05 20:50:36.466793,2025-11-05 20:50:56.738807,0 days 00:00:20.272014,0.8629841268821711,2.932127606239768,0.022682562424310323,0,4,18,650,1.402826055480939,5.683013111337777,1.1609627169922372,0.8237413374416968,COMPLETE
376,0.825,2025-11-05 20:50:57.485919,2025-11-05 20:51:17.943906,0 days 00:00:20.457987,0.902791325329898,3.348473070247464,0.028012135760571974,0,4,19,700,1.5130154788064942,1.1993370588872372,1.119220739110563,0.8053370293060556,COMPLETE
377,0.825375,2025-11-05 20:51:18.751308,2025-11-05 20:51:39.586791,0 days 00:00:20.835483,0.9227397928270752,2.654820763470376,0.021220121505537613,0,4,20,650,1.270873061940147,1.1004201880242879,1.180479049959802,0.844354117725366,COMPLETE
378,0.8241250000000001,2025-11-05 20:51:40.372823,2025-11-05 20:52:00.815834,0 days 00:00:20.443011,0.8822091583109823,3.261195691036605,0.024208852282424986,0,3,24,750,1.5822486605444026,1.3980919892874946,1.095109392779202,0.8305374301203248,COMPLETE
379,0.8243750000000001,2025-11-05 20:52:01.590905,2025-11-05 20:52:20.389710,0 days 00:00:18.798805,0.7993828358988437,3.0798939448103075,0.02594249310232518,1,4,21,600,1.4564334581029397,1.2694138239554742,1.1518158629315078,0.8164951422539727,COMPLETE
380,0.8246249999999999,2025-11-05 20:52:21.155526,2025-11-05 20:52:42.722783,0 days 00:00:21.567257,0.9113065017296035,2.8026572714962157,0.029055294942870635,0,4,17,700,1.1336780533157793,1.6006769256120525,1.1394484457724035,0.8063968882710103,COMPLETE
381,0.8247500000000001,2025-11-05 20:52:43.481476,2025-11-05 20:53:02.957513,0 days 00:00:19.476037,0.8461437929278225,3.53569378083513,0.024768712328806827,0,4,19,650,1.331077779466681,1.4693834970534292,1.125088383126169,0.7982034777100856,COMPLETE
382,0.8251249999999999,2025-11-05 20:53:03.727545,2025-11-05 20:53:25.137412,0 days 00:00:21.409867,0.8963313958760496,3.182044105808405,0.023387703421775805,0,4,23,700,1.3914399716032078,1.2078355557549019,1.1604052491552184,0.8212085382697879,COMPLETE
383,0.822625,2025-11-05 20:53:25.919823,2025-11-05 20:53:47.811167,0 days 00:00:21.891344,0.9338085418438962,2.441616999018987,0.030188475257697377,0,4,20,700,1.030424863131073,1.9208928347491472,1.1753114032800256,0.812355020848182,COMPLETE
384,0.8246249999999999,2025-11-05 20:53:48.585113,2025-11-05 20:54:09.125926,0 days 00:00:20.540813,0.9083861477156262,3.682838789841272,0.018635412220346436,0,4,19,650,1.4927854042240523,1.3340881329123224,1.1921282176401735,0.8302786825093735,COMPLETE
385,0.8158749999999999,2025-11-05 20:54:09.904196,2025-11-05 20:54:18.947229,0 days 00:00:09.043033,0.8889475174196589,3.4112711396304873,0.02205278138592254,0,4,18,250,1.2583216796273897,1.064088094274146,1.3090370236284707,0.7841966318991757,PRUNED
386,0.8255000000000001,2025-11-05 20:54:19.744098,2025-11-05 20:54:39.760367,0 days 00:00:20.016269,0.8782987858982916,2.993771361406819,0.027302685734390725,0,4,22,650,1.4287264238231474,1.7089505600126198,1.1422690708753933,0.8089939967592655,COMPLETE
387,0.8246249999999999,2025-11-05 20:54:40.545005,2025-11-05 20:55:02.262453,0 days 00:00:21.717448,0.9187971594258818,2.8788832271677687,0.02069377512027069,0,4,21,700,1.3526311967750122,1.1512095936315645,1.1652805683139016,0.819960050272465,COMPLETE
388,0.82325,2025-11-05 20:55:03.030827,2025-11-05 20:55:22.984148,0 days 00:00:19.953321,0.8995199175569827,3.137412697601321,0.025473856139999675,0,4,17,650,1.5345214008152344,2.8919830891788876,1.110257555320637,0.8020171492161987,COMPLETE
389,0.825,2025-11-05 20:55:23.761183,2025-11-05 20:55:45.253873,0 days 00:00:21.492690,0.9263105746678763,3.30730734530502,0.023893663953706314,0,4,15,700,1.1961505367976184,2.350746908656922,1.1260246118847796,0.8144743117338958,COMPLETE
390,0.8234999999999999,2025-11-05 20:55:46.039540,2025-11-05 20:56:05.813168,0 days 00:00:19.773628,0.8867142268207815,3.454323715656683,0.02650018987477729,0,4,27,650,1.3100953581692094,1.542868031265448,1.1519458850533466,0.792456670737799,COMPLETE
391,0.8248749999999999,2025-11-05 20:56:06.662210,2025-11-05 20:56:25.789453,0 days 00:00:19.127243,0.8691458714123558,3.0004574597415794,0.02294436545782822,0,4,19,600,1.0894641273728698,1.3859725076814118,1.1335850853173028,0.7590357086068846,COMPLETE
392,0.8265,2025-11-05 20:56:26.568668,2025-11-05 20:56:45.547462,0 days 00:00:18.978794,0.909502388157032,3.6102239274356123,0.028587879801326113,0,4,21,650,1.639135202280189,1.2618994659688587,1.1683091149094174,0.8227569868386353,COMPLETE
393,0.8251250000000001,2025-11-05 20:56:46.321973,2025-11-05 20:57:05.493279,0 days 00:00:19.171306,0.907672021762309,3.678699377800619,0.02971022784361635,0,4,22,650,1.7397320183747271,1.299795485174191,1.1828233507084445,0.8380014076173453,COMPLETE
394,0.8247500000000001,2025-11-05 20:57:06.289368,2025-11-05 20:57:25.790966,0 days 00:00:19.501598,0.8972599671672249,3.536633068886051,0.029123616612308504,0,4,21,650,1.6782722118811249,1.4697930606777623,1.1676035523976878,0.8259581202775635,COMPLETE
395,0.823625,2025-11-05 20:57:26.570031,2025-11-05 20:57:44.922547,0 days 00:00:18.352516,0.9019143681607514,3.6096891774796016,0.027772111317672758,0,4,22,600,1.5670507435702699,1.6142187535689678,1.175862628997497,0.8230036523081152,COMPLETE
396,0.8217500000000001,2025-11-05 20:57:45.673415,2025-11-05 20:58:04.743282,0 days 00:00:19.069867,0.8571579989517703,3.9570919825717,0.028272331278883435,0,4,25,650,1.6181456627623447,1.3583133364902116,1.1937910631682158,0.8334277602081548,PRUNED
397,0.8234999999999999,2025-11-05 20:58:05.507635,2025-11-05 20:58:25.389992,0 days 00:00:19.882357,0.9129613689703011,3.106609781464761,0.031929405740366755,2,4,21,650,1.6084975091452791,1.242834396540987,1.1584751067643115,0.8180671111488957,COMPLETE
398,0.825,2025-11-05 20:58:26.147103,2025-11-05 20:58:46.612085,0 days 00:00:20.464982,0.8904897481023448,3.224564726026776,0.030515412979109133,0,4,20,650,1.8012421638103093,1.837917620271771,1.1689160854117044,0.6268112782197066,COMPLETE
399,0.8238749999999999,2025-11-05 20:58:47.375760,2025-11-05 20:59:06.559935,0 days 00:00:19.184175,0.8806297189675265,2.8933601328071865,0.037775223447385896,1,4,20,650,1.6851522887793258,1.4606313058302378,1.1483665179074938,0.8462220049787448,COMPLETE
400,0.8248750000000001,2025-11-05 20:59:07.352123,2025-11-05 20:59:26.629365,0 days 00:00:19.277242,0.9063261192954738,3.8185353103628055,0.027401027425581485,0,4,22,650,1.4809542714073525,1.609535048526553,1.1835811268751089,0.8065325286610489,COMPLETE
401,0.8241249999999999,2025-11-05 20:59:27.402224,2025-11-05 20:59:46.418096,0 days 00:00:19.015872,0.5405653709834177,2.7195744282450502,0.026415646052747932,0,4,23,650,1.5345488846980597,1.3731869307923494,1.1587076985246576,0.8249152500885484,COMPLETE
402,0.8243750000000001,2025-11-05 20:59:47.212455,2025-11-05 21:00:06.146930,0 days 00:00:18.934475,0.8930186262584062,3.049275072585009,0.028694372092457662,0,4,21,600,1.415095403797632,1.2800942023622452,1.2828501143387867,0.6854957195253549,COMPLETE
403,0.8251250000000001,2025-11-05 21:00:06.919634,2025-11-05 21:00:29.156860,0 days 00:00:22.237226,0.9155040983092819,3.2702275969251327,0.025451685260923094,0,4,20,750,1.4903480840061933,1.18872253766371,1.1481132635836289,0.8127336364550838,COMPLETE
404,0.82325,2025-11-05 21:00:29.953976,2025-11-05 21:00:48.862343,0 days 00:00:18.908367,0.6027356489384293,3.7217653545399356,0.026574957159234414,0,4,19,650,1.5612653859207766,1.5360621533958876,1.1719290939160747,0.80084643654904,COMPLETE
405,0.8238749999999999,2025-11-05 21:00:49.640628,2025-11-05 21:01:09.576080,0 days 00:00:19.935452,0.8738728349364934,3.3463121952535566,0.024887642100427092,0,4,20,650,1.645817686958454,1.7675511968620476,1.1864407459761086,0.8310020499503746,COMPLETE
406,0.8254999999999999,2025-11-05 21:01:10.411099,2025-11-05 21:01:30.027465,0 days 00:00:19.616366,0.9031346880340774,2.9716116276113276,0.027956641163778963,0,4,18,650,1.3850958094845318,1.465502772964126,1.1043285391645277,0.8163978199423844,COMPLETE
407,0.822125,2025-11-05 21:01:30.802423,2025-11-05 21:01:51.440854,0 days 00:00:20.638431,0.8878324438563109,3.147657009224353,0.019673154032865705,0,4,21,650,1.4796691181087802,48.95393801191808,1.1383480664576124,0.8052880208882881,PRUNED
408,0.8247500000000001,2025-11-05 21:01:52.195197,2025-11-05 21:02:11.192022,0 days 00:00:18.996825,0.8648630362334243,2.814392094835646,0.024323758803592384,0,4,16,600,1.4266538104658502,1.3517446919972704,1.3551396433226601,0.8232971505952521,COMPLETE
409,0.8251249999999999,2025-11-05 21:02:11.969754,2025-11-05 21:02:33.543814,0 days 00:00:21.574060,0.8969133269652733,3.5918948487692144,0.02563724839727676,0,4,24,750,1.3282411300840267,1.2391606302512468,1.1646279627849452,0.8108267909739683,COMPLETE
410,0.821625,2025-11-05 21:02:34.302740,2025-11-05 21:03:00.825181,0 days 00:00:26.522441,0.9102257052193091,3.454043470435435,0.010781544387090388,0,6,36,700,1.8451405413429578,1.6838819659738897,1.118462569330453,0.7966606961482872,PRUNED
411,0.8247500000000001,2025-11-05 21:03:01.617836,2025-11-05 21:03:21.692970,0 days 00:00:20.075134,0.9178894301375111,3.20010291580855,0.02714182707564206,0,4,23,650,1.4545364409470765,2.0844822171817916,1.2006523603498662,0.8186490967920607,COMPLETE
412,0.82225,2025-11-05 21:03:22.467515,2025-11-05 21:03:44.948658,0 days 00:00:22.481143,0.8808268549473739,1.4601859236381869,0.029073506712039857,0,4,19,700,1.5669945113761736,1.1385777797862517,1.1495024226025616,0.8295834030319563,COMPLETE
413,0.823625,2025-11-05 21:03:45.795106,2025-11-05 21:04:03.106366,0 days 00:00:17.311260,0.9001151207036455,3.0869778045987264,0.023744598662575358,0,4,4,500,1.3569527658175244,1.4655762800820202,1.1581592840556165,0.8382591289616665,COMPLETE
414,0.8225,2025-11-05 21:04:03.905802,2025-11-05 21:04:23.775377,0 days 00:00:19.869575,0.7584672076269665,3.3189160902811943,0.025789439203490194,0,4,20,650,1.2476415812757327,1.307557781952843,1.3313776612015578,0.8069363000944733,COMPLETE
415,0.8216249999999998,2025-11-05 21:04:24.562194,2025-11-05 21:04:35.129694,0 days 00:00:10.567500,0.889748246943073,2.9360837671943014,0.026945417602825653,0,4,18,300,1.5212739122092798,1.6013236397214956,1.1781152250385636,0.8140448805043998,PRUNED
416,0.822625,2025-11-05 21:04:35.924416,2025-11-05 21:04:55.591800,0 days 00:00:19.667384,0.906535063565452,3.3869064388810903,0.021710386191270893,0,4,50,650,1.408017898402159,1.4231498331564896,1.137987492402638,0.8224071440021617,PRUNED
417,0.821625,2025-11-05 21:04:56.394415,2025-11-05 21:05:15.540182,0 days 00:00:19.145767,0.873870042800216,3.0214824876315856,0.018935204421393587,0,4,21,600,1.2939803039885152,1.2140315042352543,1.0963438663660154,0.78864940163954,COMPLETE
